HK 2-stellig;HK 3-stellig;3mit *;Kontobezeichnung;HK;HK-4-Stellig;IDEA;Kontoneu;Prozess KI;Prozess EWB;WP;Sachanlagen;Personal;manuell;Hinweis
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf immaterielle Anlagewerte – auf sonstige immaterielle Anlagewerte;972390;9723;;;;;;x;;;
97;972;*;Außerordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Sachanlagen und immaterielle  Anlagewerte – auf Sachanlagen;972910;9729;;;;;;x;;;
97;973;*;Außerordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Sachanlagen und immaterielle  Anlagewerte – auf immaterielle Anlagewerte;972930;9729;;;;;;x;;;
97;973;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Beteiligungen und Anteile an  verbundenen Unternehmen – auf Beteiligungen;973100;9731;;;;;;;;x;
97;973;*;Abschreibungen auf Beteiligungen  i. S. d. § 8b Abs. 3 KStG;973110;9731;;;;;;;;x;
97;973;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Beteiligungen und Anteile an  verbundenen Unternehmen – auf Anteile an verbundenen Unternehmen;973200;9732;;;;;;;;x;
97;974;*;Abschreibungen auf Anteile an  verbundenen Unternehmen  i. S. d. § 8b Abs. 3 KStG;973210;9732;;;;;;;;x;
97;974;*;Abschreibungen und Zuführungen zu Wertberichtigungen auf sonstige Vermögensgegenstände – auf sonstige Forderungen;974100;9741;;;;;;;;x;
97;974;*;Abschreibungen und Zuführungen zu Wertberichtigungen auf sonstige Vermögensgegenstände – auf Grundstücke und Gebäude des Umlaufvermögens – Rettungserwerbe –;974200;9742;;;;;;;;x;
97;974;*;Abschreibungen und Zuführungen zu Wertberichtigungen auf sonstige Vermögensgegenstände – auf Grundstücke und Gebäude des Umlaufvermögens – Sonstige –;974300;9743;;;;;;;;x;
98;981;*;Abschreibungen und Zuführungen zu Wertberichtigungen auf sonstige Vermögensgegenstände – auf übrige sonstige Vermögensgegenstände;974900;9749;;;;;;;;x;
98;981;*;Sonstige Aufwendungen für Hafteinlagen;981110;9811;x;;;;;;;x;nach HK und Größe
98;981;*;Aufwendungen für Geschäfte mit Derivaten (ohne Handelsbestand und Bewertungseinheiten);981130;9811;x;;;;;;;x;nach HK und Größe
98;981;*;Aufwendungen aus der Währungsumrechnung für Forderungen – soweit sie unter Posten 13 GuV auszuweisen sind;981141;9811;x;;;;;;;x;nach HK und Größe
98;981;*;Aufwendungen aus der Währungsumrechnung für Forderungen – soweit sie unter Posten 15 GuV auszuweisen sind;981142;9811;x;;;;;;;x;nach HK und Größe
98;981;*;Aufwendungen aus der Währungsumrechnung für Forderungen – soweit sie unter Posten 12 GuV auszuweisen sind;981150;9811;x;;;;;;;x;nach HK und Größe
98;981;*;Übrige sonstige ordentliche Aufwendungen;981190;9811;x;;;;;;;x;nach HK und Größe
98;981;*;Spenden;981220;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Aufwendungen aus Verlustübernahmen;981230;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Außerordentliche Aufwendungen gem. § 277 Abs. 4 HGB – Übergangseffekte aus dem BilMoG;981281;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Außerordentliche Aufwendungen gem. § 277 Abs. 4 HGB – Sonstige außerordentliche Aufwendungen;981282;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Außerordentliche Aufwendungen – Veräußerungsverluste aus Grundstücken und Gebäuden des Umlaufvermögens –  Rettungserwerbe –;981291;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Außerordentliche Aufwendungen – Veräußerungsverluste aus Grundstücken und Gebäuden des Umlaufvermögens –  Sonstige –;981292;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Weitere übrige sonstige außerordentliche Aufwendungen;981299;9812;x;;;;;;;x;nach HK und Größe
98;981;*;Zinsaufwand nach § 233a AO KSt;981300;9813;;;;;;;;x;
98;981;*;Zinsaufwand nach § 233a AO - GewSt ab 2008;981310;9813;;;;;;;;x;
98;982;*;Zinsaufwand nach § 233a AO - übrige Steuern, insbes. USt u. GewSt bis 2007;981320;9813;;;;;;;;x;
98;982;*;Ordentliche Erträge aus EDV-Dienstleistungen (umsatzsteuerpflichtig);982110;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Erträge aus Geschäften mit Derivaten (ohne Handelsbestand und Bewertungseinheiten);982130;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Erträge aus der Währungsumrechnung – soweit sie unter Posten 14 GuV auszuweisen sind;982141;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Erträge aus der Währungsumrechnung – soweit sie unter Posten 16 GuV auszuweisen sind;982142;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Erträge aus der Währungsumrechnung – soweit sie unter Posten 8 GuV auszuweisen sind;982150;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Ordentliche Erträge aus der Gestellung von Personal an Dritte (umsatzsteuerpflichtig);982180;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Übrige sonstige ordentliche Erträge;982190;9821;x;;;;;;;x;nach HK und Größe
98;982;*;Erträge aus der Auflösung von Sonderposten mit Rücklageanteil;982210;9822;;;;;;;;x;
98;982;*;Erträge aus dem Eingang abgeschriebener Forderungen sowie aus der Auflösung von Wertberichtigungen auf  Forderungen und von Rückstellungen im Kreditgeschäft – ohne „Kursgewinne“/Erträge aus Zuschreibungen auf Schuldscheine und Namensschuldverschreibungen;982221;9822;;;;;;;;x;
98;982;*;Erträge aus dem Eingang abgeschriebener Forderungen sowie aus der Auflösung von Wertberichtigungen auf  Forderungen und von Rückstellungen im Kreditgeschäft – „Kursgewinne“/Erträge aus Zuschreibungen auf Schuldscheine und Namensschuldverschreibungen;982222;9822;;;;;;;;x;
98;982;*;Erträge aus der Auflösung von sonstigen Rückstellungen;982230;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Liquiditätsreserve) – Schuldverschreibungen und andere festverzinsliche Wertpapiere;982241;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Liquiditätsreserve) – Aktien – steuerfrei – (soweit die Zuschreibung nicht auf abzugsfähigen Abschreibungen der Vergangenheit beruht);982244;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Liquiditätsreserve) – Spezialfondsanteile;982245;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Liquiditätsreserve) – andere nicht festverzinsliche Wertpapiere;982246;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Liquiditätsreserve) – Planvermögen nach § 246 Abs. 2 Satz 2 HGB;982248;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Anlagebestand) – Schuldverschreibungen und andere festverzinsliche Wertpapiere;982251;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Anlagebestand) – Aktien – steuerfrei – (soweit die Zuschreibung nicht auf abzugsfähigen Abschreibungen der Vergangenheit beruht);982254;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Anlagebestand) – Spezialfondsanteile;982255;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Anlagebestand) – andere nicht festverzinsliche Wertpapiere;982256;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf eigene Wertpapiere (Anlagebestand) – Planvermögen nach § 246 Abs. 2 Satz 2 HGB;982258;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen zu Beteiligungen;982261;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen zu Anteilen an verbundenen Unternehmen;982262;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf Beteiligungen i. S. d. § 8b Abs. 2 KStG;982263;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf Anteile an verbundene Unternehmen i. S. d. § 8b Abs. 2 KStG;982264;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf sonstige Forderungen;982271;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf Grundstücke und Gebäude des Umlaufvermögens – Rettungserwerbe –;982272;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf Grundstücke und Gebäude des Umlaufvermögens – Sonstige –;982273;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf Grundstücke und Gebäude des Anlagevermögens;982274;9822;;;;;;;;x;
98;982;*;Erträge aus Zuschreibungen auf übrige sonstige Vermögensgegenstände;982279;9822;;;;;;;;x;
98;982;*;Außerordentliche Erträge gem. § 277 Abs. 4 HGB – Übergangseffekte aus dem BilMoG;982281;9822;;;;;;;;x;
98;982;*;Außerordentliche Erträge gem. § 277 Abs. 4 HGB – Sonstige außerordentliche Erträge;982282;9822;;;;;;;;x;
98;982;*;Übrige sonstige außerordentliche Erträge – Veräußerungsgewinne aus Grundstücken und Gebäuden des  Umlaufvermögens – Rettungserwerbe –;982291;9822;;;;;;;;x;
98;982;*;Übrige sonstige außerordentliche Erträge – Veräußerungsgewinne aus Grundstücken und Gebäuden des  Umlaufvermögens – Sonstige –;982292;9822;;;;;;;;x;
98;982;*;Weitere übrige sonstige außerordentliche Erträge;982299;9822;x;;;;;;;x;nach HK und Größe
98;982;*;Zinsertrag nach § 233a AO KSt;982300;9823;;;;;;;;x;
98;982;*;Zinsertrag nach § 233a AO - GewSt ab 2008;982310;9823;;;;;;;;x;
98;983;*;Zinsertrag nach § 233a AO - übrige Steuern, insbes. USt u. GewSt bis 2007;982320;9823;;;;;;;;x;
98;983;*;Laufende Erträge aus Beteiligungen;983100;9831;;;;;;;;x;
98;983;*;Erträge Beteiligung PersG;983110;9831;;;;;;;;x;
98;983;*;Erträge Beteiligung KapG;983120;9831;;;;;;;;x;
98;983;*;Laufende Erträge aus Anteilen an verbundenen Unternehmen;983200;9832;;;;;;;;x;
98;983;*;Erträge aus verbundenen Unternehmen PersG;983210;9832;;;;;;;;x;
98;983;*;Erträge aus verbundenen Unternehmen KapG;983220;9832;;;;;;;;x;
98;984;*;Erträge aus Gewinnabführungsverträgen;983300;9833;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Forderungen an Kreditinstitute;984111;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Forderungen an Kunden;984112;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Schuldverschreibungen und andere festverzinsliche Wertpapiere;984113;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Aktien und andere nicht festverzinsliche Wertpapiere;984114;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Sonstige Vermögensgegenstände;984115;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Handelsderivate;984120;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Derivate mit Fremdwährungsrisiken;984121;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Derivate mit Zinsänderungsrisiken;984122;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Derivate mit sonstigen Marktpreisrisiken;984123;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Handelspassiva (ohne Derivate);984130;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Verbindlichkeiten gegenüber Kreditinstituten;984131;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Verbindlichkeiten gegenüber Kunden;984132;9841;;;;;;;;x;
98;984;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Verbriefte Verbindlichkeiten;984133;9841;;;;;;;;x;
98;985;*;Realisierte Erfolge aus Handelsbeständen -  Handelsaktiva (ohne Derivate) – Sonstige Verbindlichkeiten;984134;9841;;;;;;;;x;
98;987;*;Erträge aus der Auflösung von Vorsorgereserven;985000;9850;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Liquiditätsreserve) – festverzinsliche Wertpapiere (ohne eigene Schuldverschreibungen);987111;9871;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Liquiditätsreserve) – Aktien – steuerfrei – (soweit der Kursgewinn nicht auf abzugsfähigen Abschreibungen der Vergangenheit beruht);987114;9871;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Liquiditätsreserve) – Investmentanteile;987115;9871;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Liquiditätsreserve) – Sonstige nicht festverzinsliche Wertpapiere;987117;9871;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Liquiditätsreserve) – eigene Schuldverschreibungen;987118;9871;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Liquiditätsreserve) – festverzinsliche Wertpapiere;987121;9871;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Liquiditätsreserve) – Aktien – steuerfrei – (soweit der Kursgewinn nicht auf abzugsfähigen Abschreibungen der Vergangenheit beruht);987124;9871;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Liquiditätsreserve) – Investmentanteile einschließlich Spezialfonds;987125;9871;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Liquiditätsreserve) – Sonstige nicht festverzinsliche Wertpapiere;987127;9871;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren – Planvermögen nach § 246 Abs. 2 Satz 2 HGB;987128;9871;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsbeständen – Handelsaktiva (ohne Derivate) – Forderungen an Kreditinstitute;987211;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsbeständen – Handelsaktiva (ohne Derivate) – Forderungen an Kunden;987212;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsbeständen – Handelsaktiva (ohne Derivate) – Schuldverschreibungen und andere festverzinsliche Wertpapiere;987213;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsbeständen – Handelsaktiva (ohne Derivate) – Aktien und andere nicht festverzinsliche Wertpapiere;987214;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsbeständen – Handelsaktiva (ohne Derivate) – Sonstige Vermögensgegenstände;987215;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsderivate – Derivate mit Fremdwährungsrisiken;987221;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsderivate – Derivate mit Zinsänderungsrisiken;987222;9872;;;;;;;;x;
98;987;*;Bewertungserträge aus Handelsderivate – Derivate mit sonstigen Marktpreisrisiken;987223;9872;;;;;;;;x;
98;987;*;Bewertungserträge Handelspassiva (ohne Derivate) – Verbindlichkeiten gegenüber Kreditinstituten;987231;9872;;;;;;;;x;
98;987;*;Bewertungserträge Handelspassiva (ohne Derivate) – Verbindlichkeiten gegenüber Kunden;987232;9872;;;;;;;;x;
98;987;*;Bewertungserträge Handelspassiva (ohne Derivate) – Verbriefte Verbindlichkeiten;987233;9872;;;;;;;;x;
98;987;*;Bewertungserträge Handelspassiva (ohne Derivate) – Sonstige Verbindlichkeiten;987234;9872;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Anlagebestand) – festverzinsliche Wertpapiere (ohne eigene Schuldverschreibungen);987511;9875;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Anlagebestand) – Aktien – steuerfrei – (soweit der Kursgewinn nicht auf abzugsfähigen Abschreibungen der Vergangenheit beruht);987514;9875;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Anlagebestand) – Investmentanteile;987515;9875;;;;;;;;x;
98;987;*;Kursgewinne aus der Veräußerung eigener Wertpapiere an Kunden (Anlagebestand) – Sonstige nicht festverzinsliche Wertpapiere;987517;9875;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Anlagebestand) – festverzinsliche Wertpapiere;987521;9875;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Anlagebestand) – Aktien – steuerfrei – (soweit der Kursgewinn nicht auf abzugsfähigen Abschreibungen der Vergangenheit beruht);987524;9875;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Anlagebestand) – Investmentanteile einschl. Spezialfonds;987525;9875;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Anlagebestand) – Sonstige nicht festverzinsliche Wertpapiere;987527;9875;;;;;;;;x;
98;987;*;Übrige Kursgewinne aus eigenen Wertpapieren (Anlagebestand) – Planvermögen nach § 246 Abs. 2 Satz 2 HGB;987528;9875;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Liquiditätsreserve) – festverzinsliche Wertpapiere;987911;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Liquiditätsreserve) – Aktien – steuerlich nicht abzugsfähig –;987914;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Liquiditätsreserve) – Investmentanteile einschl. Spezialfonds;987915;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Liquiditätsreserve) – Sonstige nicht festverzinsliche Wertpapiere;987917;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Liquiditätsreserve) – Planvermögen nach § 246 Abs. 2 Satz 2 HGB;987918;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Anlagebestand) – festverzinsliche Wertpapiere;987951;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Anlagebestand) – Aktien – steuerlich nicht abzugsfähig –;987954;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Anlagebestand) – Investmentanteile einschl. Spezialfonds;987955;9879;;;;;;;;x;
98;987;*;Kursverluste aus dem Abgang eigener Wertpapiere (Anlagebestand) – Sonstige nicht festverzinsliche Wertpapiere;987957;9879;;;;;;;;x;
98;988;*;Kursverluste aus dem Abgang eigener Wertpapiere (Anlagebestand) – Planvermögen nach § 246 Abs. 2 Satz 2 HGB;987958;9879;;;;;;;;x;
98;988;*;Ertrag aus der Auflösung des Fonds für allgemeine Bankrisiken – nach § 340 g Abs. 2 HGB;988110;9881;;;;;;;;x;
98;988;*;Ertrag aus der Auflösung des Fonds für allgemeine Bankrisiken – nach § 340 e Abs. 4 HGB;988120;9881;;;;;;;;x;
98;988;*;Erfolge aus dem Abgang von Beteiligungen;988300;9883;;;;;;;;x;
98;988;*;Gewinne aus dem Abgang von Beteiligungen;988310;9883;;;;;;;;x;
98;989;*;Verluste aus dem Abgang von Beteiligungen;988320;9883;;;;;;;;x;
98;989;*;lfd. Eträge aus Aktien u. a. nicht festverz. WP der LI die nach KWG dem HB zugeordnet sind;989010;9890;;;;;;;;x;
98;989;*;Ertrag aus der Auflösung RL § 6b EStG;989020;9890;;;;;;;;x;
98;989;*;Ertrag aus der Auflösung RL RFE R 6.6 EStR;989025;9890;;;;;;;;x;
98;989;*;Ertrag aus sonstr. RL (z. B. BMF-Schreiben);989029;9890;;;;;;;;x;
98;989;*;Sonderabschreibung aus steuerlichen Wahlrechten (sonstige);989100;9891;;;;;;;;x;
98;989;*;Sonderabschreibung aus steurelichen Wahlrechten Sachanlagen § 6b EStG;989110;9891;;;;;;;;x;
98;989;*;Sonderabschreibung aus steuerlichen Wahlrechten Sachanlagen §7h EStG, § 7i EStG;989120;9891;;;;;;;;x;
98;989;*;Sonderabschreibung aus steuerlichen Wahlrechten Sachanlagen z. B. § 6.6 RFE;989130;9891;;;;;;;;x;
98;989;*;Erträge aus Zuschreibungen i. S. d. § 8b Abs. 3 Satz 8 KStG;989200;9892;;;;;;;;x;
98;989;*;Ergebnis der ausländischen Betriebsstätten;989200;9892;;;;;;;;x;
99;991;*;Abschreibungen i. S. d. § 8b Abs. 3 Satz 4 - 7 KStG;989210;9892;;;;;;;;x;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres wegen Disagio bei Verbindlichkeiten;991010;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres für an Privatkunden verkaufte abgezinste  Schuldverschreibungen – mit einer Laufzeit bis zu 2 Jahren;991021;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres für an Privatkunden verkaufte abgezinste  Schuldverschreibungen – mit einer Laufzeit von mehr als 2 bis zu 5 Jahren;991022;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres für an Privatkunden verkaufte abgezinste  Schuldverschreibungen – mit einer Laufzeit von mehr als 5 Jahren;991023;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres für an Geschäftskunden verkaufte abgezinste  Schuldverschreibungen;991030;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres für an Kreditinstitute verkaufte abgezinste  Schuldverschreibungen – mit einer Laufzeit bis zu 5 Jahren;991041;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres für an Kreditinstitute verkaufte abgezinste  Schuldverschreibungen – mit einer Laufzeit von mehr als 5 Jahren;991042;9910;;x;;;;;;;
99;991;*;Rechnungsabgrenzungsposten zugunsten des laufenden Jahres wegen Agio bei Darlehen;991060;9910;;x;;;;;;;
99;991;*;Steuerabgrenzungsposten nach § 274 Abs. 2 HGB;991080;9910;;;;;;;;x;
99;992;*;Sonstige Rechnungsabgrenzungsposten zugunsten des laufenden Jahres;991090;9910;;;;;;;;x;
99;992;*;Rechnungsabgrenzungsposten zulasten des laufenden Jahres wegen Agio bei Verbindlichkeiten;992010;9920;;x;;;;;;;
99;992;*;Rechnungsabgrenzungsposten zulasten des laufenden Jahres wegen Disagio bei Darlehen;992060;9920;;x;;;;;;;
99;992;*;Steuerabgrenzung nach § 274 Abs. 1 Satz 1 HGB;992080;9920;;;;;;;;x;
99;996;*;Sonstige Rechnungsabgrenzungsposten zulasten des laufenden Jahres;992090;9920;;x;;;;;;;
99;997;*;Vorwegzuführungen zu den Rücklagen;996000;9960;;;;;;;;x;
99;998;*;Entnahmen aus den Rücklagen;997000;9970;;;;;;;;x;
99;999;*;Zuwendungen;998000;9980;;;;;;;;x;
;;;Auffangkonto;999999;9999;;;;;;;;x;
